"route","stop_name","average_min_delay","average_boarding_rate"
"CR-Franklin","Islington","4.135076058201057","3.8524590163934427"
"CR-Franklin","Morton Street","1.8519035947712421","N/A"
"CR-Franklin","Newmarket","3.999609041444214","N/A"
"CR-Franklin","Norfolk","3.4934059915408633","24.491803278688526"
"CR-Franklin","Norwood Central","4.731988964508545","27.51388888888889"
"CR-Franklin","Norwood Depot","4.281174047649259","9.46031746031746"
"CR-Franklin","Readville","4.240713886376746","7.907407407407407"
"CR-Franklin","Ruggles","5.355545867154896","26.454545454545453"
"CR-Franklin","South Station","19.231690893697184","177.83333333333334"
"CR-Franklin","Talbot Avenue","2.873828125000001","N/A"
"CR-Franklin","Uphams Corner","2.991753034547152","N/A"
"CR-Franklin","Walpole","5.096069979471808","20.954545454545453"
"CR-Franklin","Windsor Gardens","3.384932061138891","9.517857142857142"
"CR-Greenbush","Cohasset","2.0926697655621167","12.604166666666666"
"CR-Greenbush","East Weymouth","3.4020047144094887","21.9375"
"CR-Greenbush","Greenbush","6.413024691358026","36.78260869565217"
"CR-Greenbush","JFK/UMass","2.7002886916654663","N/A"
"CR-Greenbush","Nantasket Junction","2.4094939071527346","8.041666666666666"
"CR-Greenbush","North Scituate","2.687920255265909","14.0625"
"CR-Greenbush","Quincy Center","2.9861851476096772","8.282051282051283"
"CR-Greenbush","South Station","3.0992602387752317","205.16666666666666"
"CR-Greenbush","West Hingham","1.933055375102856","11.25"
"CR-Greenbush","Weymouth Landing/East Braintree","2.734373955509603","N/A"
"CR-Haverhill","Andover","5.341252153140739","13.649122807017545"
"CR-Haverhill","Ballardvale","5.295761216255307","6.068965517241379"
"CR-Haverhill","Bradford","6.578169998042568","6.767857142857143"
"CR-Haverhill","Greenwood","9.211316284892444","3.1884057971014492"
"CR-Haverhill","Haverhill","27.038888888888884","24.142857142857142"
"CR-Haverhill","Lawrence","5.671191198900824","18.642857142857142"
"CR-Haverhill","Malden Center","14.771934043871797","3.2337662337662336"
"CR-Haverhill","Melrose Highlands","8.10506249127217","6.581081081081081"
"CR-Haverhill","Melrose/Cedar Park","7.616555555555553","N/A"
"CR-Haverhill","North Station","22.81098303582799","150.3181818181818"
"CR-Haverhill","North Wilmington","4.275404908678353","2.8222222222222224"
"CR-Haverhill","Oak Grove","7.860089526689402","N/A"
"CR-Haverhill","Reading","14.965752664824926","27.8"
"CR-Haverhill","Wakefield","13.294942094010887","12.881578947368421"
"CR-Haverhill","Wyoming Hill","6.7983922801036885","2.8333333333333335"
"CR-Kingston","Abington","3.4261031923734415","25.5"
"CR-Kingston","Braintree","3.726532521724273","8"
"CR-Kingston","Halifax","2.265581785340685","11.854166666666666"
"CR-Kingston","Hanson","2.433196862753033","15.916666666666666"
"CR-Kingston","JFK/UMass","2.9578735948165606","N/A"
"CR-Kingston","Kingston","3.0979177689594364","49.5"
"CR-Kingston","Quincy Center","3.1943873844530697","3.75"
"CR-Kingston","South Station","3.54595681861291","218.08333333333334"
"CR-Kingston","South Weymouth","3.481930997318635","20.875"
"CR-Kingston","Whitman","2.7955703828001304","16.229166666666668"
"CR-Lowell","Anderson/Woburn","4.23870110624021","N/A"
"CR-Lowell","Lowell","8.332615098818458","66.2127659574468"
"CR-Lowell","North Billerica","8.12561763812476","18.608695652173914"
"CR-Lowell","North Station","6.015300462862582","186.0566037735849"
"CR-Lowell","Wedgemere","3.944551157755691","6.273684210526316"
"CR-Lowell","West Medford","6.649069380531602","12.375"
"CR-Lowell","Wilmington","4.526242333767959","11.666666666666666"
"CR-Middleborough","Braintree","3.360094058403536","3.9444444444444446"
"CR-Middleborough","Bridgewater","3.5102043393374047","24.0625"
"CR-Middleborough","Brockton","4.27191396277334","18.625"
"CR-Middleborough","Campello","3.7650085089994785","13.208333333333334"
"CR-Middleborough","Holbrook/Randolph","4.779805729693766","N/A"
"CR-Middleborough","JFK/UMass","3.4778311315745296","N/A"
"CR-Middleborough","Middleborough/Lakeville","4.922076971867598","N/A"
"CR-Middleborough","Montello","4.45951886363333","15.541666666666666"
"CR-Middleborough","Quincy Center","3.1092239772477703","18.11111111111111"
"CR-Middleborough","South Station","5.42097164328006","216.25"
"CR-Needham","Back Bay","2.602389144420394","30.046875"
"CR-Needham","Bellevue","2.2407523094114197","10.137931034482758"
"CR-Needham","Forest Hills","2.173545590444991","3.9833333333333334"
"CR-Needham","Hersey","2.156843917416378","17.333333333333332"
"CR-Needham","Highland","2.3307146873927684","11.827586206896552"
"CR-Needham","Needham Center","2.663190237229627","6.532258064516129"
"CR-Needham","Needham Heights","3.043783420578633","18.21875"
"CR-Needham","Needham Junction","2.2933504118801595","11.936507936507937"
"CR-Needham","Roslindale Village","2.051472150222151","14.689655172413794"
"CR-Needham","Ruggles","2.344344567741626","16.666666666666668"
"CR-Needham","South Station","3.4843037064965916","119.71875"
"CR-Needham","West Roxbury","1.8386333671333681","12.578125"
"CR-Newburyport","Beverly","4.3556496404514125","23.25619834710744"
"CR-Newburyport","Beverly Farms","3.2969087770636434","4.2"
"CR-Newburyport","Chelsea","9.840560118078901","5.037735849056604"
"CR-Newburyport","Gloucester","3.028734919118495","11.818181818181818"
"CR-Newburyport","Hamilton/Wenham","4.519754607993891","N/A"
"CR-Newburyport","Ipswich","5.0588351467706545","13.559322033898304"
"CR-Newburyport","Manchester","3.1327858466320007","7.160714285714286"
"CR-Newburyport","Montserrat","3.7664026646246453","8.545454545454545"
"CR-Newburyport","Newburyport","4.233388257806418","33.36666666666667"
"CR-Newburyport","North Beverly","5.235364662319965","7.203389830508475"
"CR-Newburyport","North Station","15.535969699727845","213.83870967741936"
"CR-Newburyport","River Works","4.780998283712955","N/A"
"CR-Newburyport","Rockport","4.373241910672584","12.107142857142858"
"CR-Newburyport","Rowley","4.588581828952055","3.293103448275862"
"CR-Newburyport","Salem","4.481950632661958","35.71774193548387"
"CR-Newburyport","Swampscott","5.739813097525761","15.333333333333334"
"CR-Newburyport","West Gloucester","3.408318786942359","1.6363636363636365"
"CR-Providence","Attleboro","3.1957295560189776","40.84722222222222"
"CR-Providence","Back Bay","11.54737888830765","48.330882352941174"
"CR-Providence","Blue Hill Avenue","0.24444444444444446","N/A"
"CR-Providence","Canton Center","3.9568273072847115","15.907407407407407"
"CR-Providence","Canton Junction","3.151861527971845","22.979591836734695"
"CR-Providence","Fairmount","0.31111111111111106","N/A"
"CR-Providence","Forest Hills","2.9876543209876543","N/A"
"CR-Providence","Four Corners/Geneva","0.7616666666666666","N/A"
"CR-Providence","Hyde Park","4.548723270170604","13.564102564102564"
"CR-Providence","Mansfield","4.5146849956261494","51.2027027027027"
"CR-Providence","Morton Street","0.26666666666666666","N/A"
"CR-Providence","Newmarket","0.827910052910053","N/A"
"CR-Providence","Pawtucket/Central Falls","3.7563233870556565","N/A"
"CR-Providence","Providence","10.43874079688778","65.54716981132076"
"CR-Providence","Route 128","6.814475801289575","26.016949152542374"
"CR-Providence","Ruggles","12.24195634680913","33.32394366197183"
"CR-Providence","Sharon","3.6147309653586377","34.605633802816904"
"CR-Providence","South Station","16.591745238742035","203"
"CR-Providence","Stoughton","5.837638854431766","60.464285714285715"
"CR-Providence","TF Green Airport","1.7323544437908474","13.241379310344827"
"CR-Providence","Talbot Avenue","0.96","N/A"
"CR-Providence","Uphams Corner","0.8902777777777778","N/A"
"CR-Providence","Wickford Junction","2.123594625724328","26.11111111111111"
"CR-Worcester","Auburndale","5.07390132007554","9.170212765957446"
"CR-Worcester","Back Bay","9.356527734428253","45.252631578947366"
"CR-Worcester","Boston Landing","6.099724819946186","17.647058823529413"
"CR-Worcester","Framingham","7.6623881891962435","26.329113924050635"
"CR-Worcester","Grafton","7.696965178435486","14.158730158730158"
"CR-Worcester","Lansdowne","7.156409865351902","N/A"
"CR-Worcester","Natick Center","8.135696990120833","17.289473684210527"
"CR-Worcester","Newtonville","5.758207586162965","16.27659574468085"
"CR-Worcester","South Station","9.804090768590834","200.82608695652175"
"CR-Worcester","Southborough","7.128383058827934","15.290322580645162"
"CR-Worcester","Wellesley Farms","5.9554797491955025","7.985915492957746"
"CR-Worcester","Wellesley Hills","5.102465923603853","8.027397260273972"
"CR-Worcester","Wellesley Square","4.952159188462995","15.378378378378379"
"CR-Worcester","West Natick","6.316419224765222","19.775280898876403"
"CR-Worcester","West Newton","5.561162963772336","9.127659574468085"
"CR-Worcester","Westborough","6.558118817240195","19.79032258064516"
"CR-Worcester","Worcester","20.556508807827313","67.06060606060606"
