X,Y,OBJECTID,stop_id,stop_code,stop_name,stop_desc,platform_code,platform_name,stop_lat,stop_lon,zone_id,stop_address,stop_url,level_id,location_type,parent_station,wheelchair_boarding,municipality,on_street,at_street,vehicle_type,Sidewalk_Width__ft_,Accessibility_Score,Sidewalk_Condition,Sidewalk_Material,Current_Shelter,Routes,Municipality_1,Neighborhood,created_user,created_date,last_edited_user,last_edited_date
-71.0753929998556,42.3475899998009,655332,WML-0012-05,,Back Bay,Back Bay - Commuter Rail - Track 5,5,Commuter Rail - Track 5,42.34759,-71.075393,CR-zone-1A,,https://www.mbta.com/stops/place-bbsta,level_-1_cr_platform,0,place-bbsta,1,Boston,,,2,,,,,,,,,DOT_ADMIN,2023/05/30 14:10:22+00,DOT_ADMIN,2023/05/30 14:10:22+00
-71.0753929998556,42.3475899998009,655333,WML-0012-07,,Back Bay,Back Bay - Commuter Rail - Track 7,7,Commuter Rail - Track 7,42.34759,-71.075393,CR-zone-1A,,https://www.mbta.com/stops/place-bbsta,level_-1_cr_platform,0,place-bbsta,1,Boston,,,2,,,,,,,,,DOT_ADMIN,2023/05/30 14:10:22+00,DOT_ADMIN,2023/05/30 14:10:22+00
-71.0010530003968,42.2099589997823,655406,MM-0109,,Braintree,Braintree - Commuter Rail,,Commuter Rail,42.209959,-71.001053,CR-zone-2,,https://www.mbta.com/stops/place-brntn,level_1_cr_platform,0,place-brntn,1,Braintree,,,2,,,,,,,,,DOT_ADMIN,2023/05/30 14:10:22+00,DOT_ADMIN,2023/05/30 14:10:22+00
-71.0011380003221,42.207854000033,655407,MM-0109-CS,,Braintree,Braintree - Commuter Rail - Track 2,2,Commuter Rail - Track 2,42.207854,-71.001138,CR-zone-2,,https://www.mbta.com/stops/place-brntn,level_1_cr_platform,0,place-brntn,1,Braintree,,,2,,,,,,,,,DOT_ADMIN,2023/05/30 14:10:22+00,DOT_ADMIN,2023/05/30 14:10:22+00
-71.0011380003221,42.207854000033,655408,MM-0109-S,,Braintree,Braintree - Commuter Rail - Track 1,1,Commuter Rail - Track 1,42.207854,-71.001138,CR-zone-2,,https://www.mbta.com/stops/place-brntn,level_1_cr_platform,0,place-brntn,1,Braintree,,,2,,,,,,,,,DOT_ADMIN,2023/05/30 14:10:22+00,DOT_ADMIN,2023/05/30 14:10:22+00
-71.0422899996491,42.3972219995985,655451,ER-0042-01,,Chelsea,Chelsea - Commuter Rail - Track 1 (Outbound),1,Track 1 (Outbound),42.397222,-71.04229,CR-zone-1A,,https://www.mbta.com/stops/place-chels,level_0_cr_platform,0,place-chels,1,Chelsea,,,2,,,,,,,,,DOT_ADMIN,2023/05/30 14:10:22+00,DOT_ADMIN,2023/05/30 14:10:22+00
-71.0424089998159,42.3973360004224,655452,ER-0042-02,,Chelsea,Chelsea - Commuter Rail - Track 2 (Boston),2,Track 2 (Boston),42.397336,-71.042409,CR-zone-1A,,https://www.mbta.com/stops/place-chels,level_0_cr_platform,0,place-chels,1,Chelsea,,,2,,,,,,,,,DOT_ADMIN,2023/05/30 14:10:22+00,DOT_ADMIN,2023/05/30 14:10:22+00
-71.0422899996491,42.3972219995985,655453,ER-0046,,Chelsea,Chelsea - Commuter Rail,,Commuter Rail,42.397222,-71.04229,CR-zone-1A,,https://www.mbta.com/stops/place-chels,level_0_cr_platform,0,place-chels,1,Chelsea,,,2,,,,,,,,,DOT_ADMIN,2023/05/30 14:10:22+00,DOT_ADMIN,2023/05/30 14:10:22+00
-71.1135510000648,42.3010850001195,655578,NEC-2237,,Forest Hills,Forest Hills - Commuter Rail,,Commuter Rail,42.301085,-71.113551,CR-zone-1A,,https://www.mbta.com/stops/place-forhl,level_-1_cr_platform,0,place-forhl,1,Boston,,,2,,,,,,,,,DOT_ADMIN,2023/05/30 14:10:22+00,DOT_ADMIN,2023/05/30 14:10:22+00
-71.1134909999465,42.3010649998276,655579,NEC-2237-03,,Forest Hills,Forest Hills - Commuter Rail - Track 3,3,Commuter Rail - Track 3,42.301065,-71.113491,CR-zone-1A,,https://www.mbta.com/stops/place-forhl,level_-1_cr_platform,0,place-forhl,1,Boston,,,2,,,,,,,,,DOT_ADMIN,2023/05/30 14:10:22+00,DOT_ADMIN,2023/05/30 14:10:22+00
-71.1136250005261,42.3011049997435,655580,NEC-2237-05,,Forest Hills,Forest Hills - Commuter Rail - Track 5,5,Commuter Rail - Track 5,42.301105,-71.113625,CR-zone-1A,,https://www.mbta.com/stops/place-forhl,level_-1_cr_platform,0,place-forhl,1,Boston,,,2,,,,,,,,,DOT_ADMIN,2023/05/30 14:10:22+00,DOT_ADMIN,2023/05/30 14:10:22+00
-71.0523909998273,42.3206849995818,655645,MM-0023-S,,JFK/UMass,JFK/UMass - Commuter Rail - Track 1 (All Trains),1,Track 1 (All Trains),42.320685,-71.052391,CR-zone-1A,,https://www.mbta.com/stops/place-jfk,level_0.5_cr_platform,0,place-jfk,1,Boston,,,2,,,,,,,,,DOT_ADMIN,2023/05/30 14:10:22+00,DOT_ADMIN,2023/05/30 14:10:22+00
-71.0741099994471,42.4266319997228,655734,WR-0045-S,,Malden Center,Malden Center - Commuter Rail - Track 1 (All Trains),1,Track 1 (All Trains),42.426632,-71.07411,CR-zone-1A,,https://www.mbta.com/stops/place-mlmnl,level_1_cr_platform,0,place-mlmnl,1,Malden,,,2,,,,,,,,,DOT_ADMIN,2023/05/30 14:10:22+00,DOT_ADMIN,2023/05/30 14:10:22+00
-71.062325999608,42.3664169997231,655767,BNT-0000,,North Station,North Station - Commuter Rail,,Commuter Rail,42.366417,-71.062326,CR-zone-1A,,https://www.mbta.com/stops/place-north,level_0_cr_platform,0,place-north,1,Boston,,,2,,,,,,,,,DOT_ADMIN,2023/05/30 14:10:22+00,DOT_ADMIN,2023/05/30 14:10:22+00
-71.0628289993969,42.3664930001016,655768,BNT-0000-01,,North Station,North Station - Commuter Rail - Track 1,1,Commuter Rail - Track 1,42.366493,-71.062829,CR-zone-1A,,https://www.mbta.com/stops/place-north,level_0_cr_platform,0,place-north,1,Boston,,,2,,,,,,,,,DOT_ADMIN,2023/05/30 14:10:22+00,DOT_ADMIN,2023/05/30 14:10:22+00
-71.0628289993969,42.3664930001016,655769,BNT-0000-02,,North Station,North Station - Commuter Rail - Track 2,2,Commuter Rail - Track 2,42.366493,-71.062829,CR-zone-1A,,https://www.mbta.com/stops/place-north,level_0_cr_platform,0,place-north,1,Boston,,,2,,,,,,,,,DOT_ADMIN,2023/05/30 14:10:22+00,DOT_ADMIN,2023/05/30 14:10:22+00
-71.0627299995432,42.3665350003813,655770,BNT-0000-03,,North Station,North Station - Commuter Rail - Track 3,3,Commuter Rail - Track 3,42.366535,-71.06273,CR-zone-1A,,https://www.mbta.com/stops/place-north,level_0_cr_platform,0,place-north,1,Boston,,,2,,,,,,,,,DOT_ADMIN,2023/05/30 14:10:22+00,DOT_ADMIN,2023/05/30 14:10:22+00
-71.0627299995432,42.3665350003813,655771,BNT-0000-04,,North Station,North Station - Commuter Rail - Track 4,4,Commuter Rail - Track 4,42.366535,-71.06273,CR-zone-1A,,https://www.mbta.com/stops/place-north,level_0_cr_platform,0,place-north,1,Boston,,,2,,,,,,,,,DOT_ADMIN,2023/05/30 14:10:22+00,DOT_ADMIN,2023/05/30 14:10:22+00
-71.0626010000802,42.3666179999928,655772,BNT-0000-05,,North Station,North Station - Commuter Rail - Track 5,5,Commuter Rail - Track 5,42.366618,-71.062601,CR-zone-1A,,https://www.mbta.com/stops/place-north,level_0_cr_platform,0,place-north,1,Boston,,,2,,,,,,,,,DOT_ADMIN,2023/05/30 14:10:22+00,DOT_ADMIN,2023/05/30 14:10:22+00
-71.0626010000802,42.3666179999928,655773,BNT-0000-06,,North Station,North Station - Commuter Rail - Track 6,6,Commuter Rail - Track 6,42.366618,-71.062601,CR-zone-1A,,https://www.mbta.com/stops/place-north,level_0_cr_platform,0,place-north,1,Boston,,,2,,,,,,,,,DOT_ADMIN,2023/05/30 14:10:22+00,DOT_ADMIN,2023/05/30 14:10:22+00
-71.062474999883,42.3666869996717,655774,BNT-0000-07,,North Station,North Station - Commuter Rail - Track 7,7,Commuter Rail - Track 7,42.366687,-71.062475,CR-zone-1A,,https://www.mbta.com/stops/place-north,level_0_cr_platform,0,place-north,1,Boston,,,2,,,,,,,,,DOT_ADMIN,2023/05/30 14:10:22+00,DOT_ADMIN,2023/05/30 14:10:22+00
-71.062474999883,42.3666869996717,655775,BNT-0000-08,,North Station,North Station - Commuter Rail - Track 8,8,Commuter Rail - Track 8,42.366687,-71.062475,CR-zone-1A,,https://www.mbta.com/stops/place-north,level_0_cr_platform,0,place-north,1,Boston,,,2,,,,,,,,,DOT_ADMIN,2023/05/30 14:10:22+00,DOT_ADMIN,2023/05/30 14:10:22+00
-71.0623649998459,42.3667609999766,655776,BNT-0000-09,,North Station,North Station - Commuter Rail - Track 9,9,Commuter Rail - Track 9,42.366761,-71.062365,CR-zone-1A,,https://www.mbta.com/stops/place-north,level_0_cr_platform,0,place-north,1,Boston,,,2,,,,,,,,,DOT_ADMIN,2023/05/30 14:10:22+00,DOT_ADMIN,2023/05/30 14:10:22+00
-71.0623649998459,42.3667609999766,655777,BNT-0000-10,,North Station,North Station - Commuter Rail - Track 10,10,Commuter Rail - Track 10,42.366761,-71.062365,CR-zone-1A,,https://www.mbta.com/stops/place-north,level_0_cr_platform,0,place-north,1,Boston,,,2,,,,,,,,,DOT_ADMIN,2023/05/30 14:10:22+00,DOT_ADMIN,2023/05/30 14:10:22+00
-71.0707050001827,42.4377310001222,655803,WR-0053-S,,Oak Grove,Oak Grove - Commuter Rail,,Commuter Rail,42.437731,-71.070705,CR-zone-1A,,https://www.mbta.com/stops/place-ogmnl,level_0_cr_platform,0,place-ogmnl,1,Malden,,,2,,,,,,,,,DOT_ADMIN,2023/05/30 14:10:22+00,DOT_ADMIN,2023/05/30 14:10:22+00
-71.1191479997903,42.3884010000166,655836,FR-0034,,Porter,Porter - Commuter Rail,,Commuter Rail,42.388401,-71.119148,CR-zone-1A,,https://www.mbta.com/stops/place-portr,level_-1_cr_platform,0,place-portr,1,Cambridge,,,2,,,,,,,,,DOT_ADMIN,2023/05/30 14:10:22+00,DOT_ADMIN,2023/05/30 14:10:22+00
-71.1191490004468,42.388400000415,655837,FR-0034-01,,Porter,Porter - Commuter Rail - Track 1 (Outbound),1,Commuter Rail - Track 1 (Outbound),42.3884,-71.119149,CR-zone-1A,,https://www.mbta.com/stops/place-portr,level_-1_cr_platform,0,place-portr,1,Cambridge,,,2,,,,,,,,,DOT_ADMIN,2023/05/30 14:10:22+00,DOT_ADMIN,2023/05/30 14:10:22+00
-71.1191490004468,42.388400000415,655838,FR-0034-02,,Porter,Porter - Commuter Rail - Track 2 (Boston),2,Commuter Rail - Track 2 (Boston),42.3884,-71.119149,CR-zone-1A,,https://www.mbta.com/stops/place-portr,level_-1_cr_platform,0,place-portr,1,Cambridge,,,2,,,,,,,,,DOT_ADMIN,2023/05/30 14:10:22+00,DOT_ADMIN,2023/05/30 14:10:22+00
-71.0054089995668,42.2518089999723,655864,MM-0079-S,,Quincy Center,Quincy Center - Commuter Rail - Track 1 (All Trains),1,Track 1 (All Trains),42.251809,-71.005409,CR-zone-1,,https://www.mbta.com/stops/place-qnctr,level_-1_cr_platform,0,place-qnctr,1,Quincy,,,2,,,,,,,,,DOT_ADMIN,2023/05/30 14:10:22+00,DOT_ADMIN,2023/05/30 14:10:22+00
-71.08920799978,42.3366080000167,655900,NEC-2265,,Ruggles,Ruggles - Commuter Rail,,Commuter Rail,42.336608,-71.089208,CR-zone-1A,,https://www.mbta.com/stops/place-rugg,level_1_ground,0,place-rugg,1,Boston,,,2,,,,,,,,,DOT_ADMIN,2023/05/30 14:10:22+00,DOT_ADMIN,2023/05/30 14:10:22+00
-71.0895169998098,42.3363390003501,655901,NEC-2265-01,,Ruggles,Ruggles - Commuter Rail - Track 1,1,Commuter Rail - Track 1,42.336339,-71.089517,CR-zone-1A,,https://www.mbta.com/stops/place-rugg,level_0_cr_platform,0,place-rugg,1,Boston,,,2,,,,,,,,,DOT_ADMIN,2023/05/30 14:10:22+00,DOT_ADMIN,2023/05/30 14:10:22+00
-71.0877370001676,42.3376590002037,655902,NEC-2265-02,,Ruggles,Ruggles - Commuter Rail - Track 2,2,Commuter Rail - Track 2,42.337659,-71.087737,CR-zone-1A,,https://www.mbta.com/stops/place-rugg,level_0_cr_platform,0,place-rugg,1,Boston,,,2,,,,,,,,,DOT_ADMIN,2023/05/30 14:10:22+00,DOT_ADMIN,2023/05/30 14:10:22+00
-71.0895540004488,42.3363680003665,655903,NEC-2265-03,,Ruggles,Ruggles - Commuter Rail - Track 3,3,Commuter Rail - Track 3,42.336368,-71.089554,CR-zone-1A,,https://www.mbta.com/stops/place-rugg,level_0_cr_platform,0,place-rugg,1,Boston,,,2,,,,,,,,,DOT_ADMIN,2023/05/30 14:10:22+00,DOT_ADMIN,2023/05/30 14:10:22+00
-71.0554170006022,42.3514099997774,655949,NEC-2287,,South Station,South Station - Commuter Rail,,Commuter Rail,42.35141,-71.055417,CR-zone-1A,,https://www.mbta.com/stops/place-sstat,level_0_cr_platform,0,place-sstat,1,Boston,,,2,,,,,,,,,DOT_ADMIN,2023/05/30 14:10:22+00,DOT_ADMIN,2023/05/30 14:10:22+00
-71.055709999829,42.3513019996485,655950,NEC-2287-01,,South Station,South Station - Commuter Rail - Track 1,1,Commuter Rail - Track 1,42.351302,-71.05571,CR-zone-1A,,https://www.mbta.com/stops/place-sstat,level_0_cr_platform,0,place-sstat,1,Boston,,,2,,,,,,,,,DOT_ADMIN,2023/05/30 14:10:22+00,DOT_ADMIN,2023/05/30 14:10:22+00
-71.0555519999092,42.3512610001697,655951,NEC-2287-02,,South Station,South Station - Commuter Rail - Track 2,2,Commuter Rail - Track 2,42.351261,-71.055552,CR-zone-1A,,https://www.mbta.com/stops/place-sstat,level_0_cr_platform,0,place-sstat,1,Boston,,,2,,,,,,,,,DOT_ADMIN,2023/05/30 14:10:22+00,DOT_ADMIN,2023/05/30 14:10:22+00
-71.0555519999092,42.3512610001697,655952,NEC-2287-03,,South Station,South Station - Commuter Rail - Track 3,3,Commuter Rail - Track 3,42.351261,-71.055552,CR-zone-1A,,https://www.mbta.com/stops/place-sstat,level_0_cr_platform,0,place-sstat,1,Boston,,,2,,,,,,,,,DOT_ADMIN,2023/05/30 14:10:22+00,DOT_ADMIN,2023/05/30 14:10:22+00
-71.0553960004436,42.3512200001046,655953,NEC-2287-04,,South Station,South Station - Commuter Rail - Track 4,4,Commuter Rail - Track 4,42.35122,-71.055396,CR-zone-1A,,https://www.mbta.com/stops/place-sstat,level_0_cr_platform,0,place-sstat,1,Boston,,,2,,,,,,,,,DOT_ADMIN,2023/05/30 14:10:22+00,DOT_ADMIN,2023/05/30 14:10:22+00
-71.0553960004436,42.3512200001046,655954,NEC-2287-05,,South Station,South Station - Commuter Rail - Track 5,5,Commuter Rail - Track 5,42.35122,-71.055396,CR-zone-1A,,https://www.mbta.com/stops/place-sstat,level_0_cr_platform,0,place-sstat,1,Boston,,,2,,,,,,,,,DOT_ADMIN,2023/05/30 14:10:22+00,DOT_ADMIN,2023/05/30 14:10:22+00
-71.0552379994673,42.3511779999631,655955,NEC-2287-06,,South Station,South Station - Commuter Rail - Track 6,6,Commuter Rail - Track 6,42.351178,-71.055238,CR-zone-1A,,https://www.mbta.com/stops/place-sstat,level_0_cr_platform,0,place-sstat,1,Boston,,,2,,,,,,,,,DOT_ADMIN,2023/05/30 14:10:22+00,DOT_ADMIN,2023/05/30 14:10:22+00
-71.0552379994673,42.3511779999631,655956,NEC-2287-07,,South Station,South Station - Commuter Rail - Track 7,7,Commuter Rail - Track 7,42.351178,-71.055238,CR-zone-1A,,https://www.mbta.com/stops/place-sstat,level_0_cr_platform,0,place-sstat,1,Boston,,,2,,,,,,,,,DOT_ADMIN,2023/05/30 14:10:22+00,DOT_ADMIN,2023/05/30 14:10:22+00
-71.0550810000347,42.3511359998772,655957,NEC-2287-08,,South Station,South Station - Commuter Rail - Track 8,8,Commuter Rail - Track 8,42.351136,-71.055081,CR-zone-1A,,https://www.mbta.com/stops/place-sstat,level_0_cr_platform,0,place-sstat,1,Boston,,,2,,,,,,,,,DOT_ADMIN,2023/05/30 14:10:22+00,DOT_ADMIN,2023/05/30 14:10:22+00
-71.0550810000347,42.3511359998772,655958,NEC-2287-09,,South Station,South Station - Commuter Rail - Track 9,9,Commuter Rail - Track 9,42.351136,-71.055081,CR-zone-1A,,https://www.mbta.com/stops/place-sstat,level_0_cr_platform,0,place-sstat,1,Boston,,,2,,,,,,,,,DOT_ADMIN,2023/05/30 14:10:22+00,DOT_ADMIN,2023/05/30 14:10:22+00
-71.0549579997537,42.3510339997296,655959,NEC-2287-10,,South Station,South Station - Commuter Rail - Track 10,10,Commuter Rail - Track 10,42.351034,-71.054958,CR-zone-1A,,https://www.mbta.com/stops/place-sstat,level_0_cr_platform,0,place-sstat,1,Boston,,,2,,,,,,,,,DOT_ADMIN,2023/05/30 14:10:22+00,DOT_ADMIN,2023/05/30 14:10:22+00
-71.0549579997537,42.3510339997296,655960,NEC-2287-11,,South Station,South Station - Commuter Rail - Track 11,11,Commuter Rail - Track 11,42.351034,-71.054958,CR-zone-1A,,https://www.mbta.com/stops/place-sstat,level_0_cr_platform,0,place-sstat,1,Boston,,,2,,,,,,,,,DOT_ADMIN,2023/05/30 14:10:22+00,DOT_ADMIN,2023/05/30 14:10:22+00
-71.0549300004874,42.3507420003292,655961,NEC-2287-12,,South Station,South Station - Commuter Rail - Track 12,12,Commuter Rail - Track 12,42.350742,-71.05493,CR-zone-1A,,https://www.mbta.com/stops/place-sstat,level_0_cr_platform,0,place-sstat,1,Boston,,,2,,,,,,,,,DOT_ADMIN,2023/05/30 14:10:22+00,DOT_ADMIN,2023/05/30 14:10:22+00
-71.0549300004874,42.3507420003292,655962,NEC-2287-13,,South Station,South Station - Commuter Rail - Track 13,13,Commuter Rail - Track 13,42.350742,-71.05493,CR-zone-1A,,https://www.mbta.com/stops/place-sstat,level_0_cr_platform,0,place-sstat,1,Boston,,,2,,,,,,,,,DOT_ADMIN,2023/05/30 14:10:22+00,DOT_ADMIN,2023/05/30 14:10:22+00
