service_date,line,estimated_boardings,ObjectId
2022/01/09 05:00:00+00,Franklin/Foxboro,330,5424
2021/12/31 05:00:00+00,Providence/Stoughton,7206,5425
2022/01/21 05:00:00+00,Kingston,1551,5426
2022/01/12 05:00:00+00,Lowell,2622,5427
2021/12/26 05:00:00+00,Fairmount,233,5428
2021/12/22 05:00:00+00,Fitchburg,2402,5429
2022/01/09 05:00:00+00,Middleborough/Lakeville,544,5430
2021/12/31 05:00:00+00,Newburyport/Rockport,4998,5431
2022/01/21 05:00:00+00,Needham,1668,5432
2022/01/12 05:00:00+00,Haverhill,1449,5433
2021/12/27 05:00:00+00,Providence/Stoughton,7618,5434
2021/12/22 05:00:00+00,Greenbush,1258,5435
2022/01/09 05:00:00+00,Lowell,914,5436
2021/12/31 05:00:00+00,Framingham/Worcester,3781,5437
2022/01/21 05:00:00+00,Fitchburg,2792,5438
2022/01/12 05:00:00+00,Kingston,1131,5439
2021/12/27 05:00:00+00,Newburyport/Rockport,4849,5440
2021/12/22 05:00:00+00,Fairmount,1531,5441
2022/01/09 05:00:00+00,Haverhill,753,5442
2021/12/31 05:00:00+00,Franklin/Foxboro,2467,5443
2022/01/21 05:00:00+00,Greenbush,1168,5444
2022/01/12 05:00:00+00,Needham,1718,5445
2021/12/27 05:00:00+00,Framingham/Worcester,3576,5446
2021/12/23 05:00:00+00,Providence/Stoughton,8344,5447
2022/01/09 05:00:00+00,Kingston,293,5448
2021/12/31 05:00:00+00,Middleborough/Lakeville,1671,5449
2022/01/21 05:00:00+00,Fairmount,1215,5450
2022/01/12 05:00:00+00,Fitchburg,2312,5451
2021/12/27 05:00:00+00,Franklin/Foxboro,2294,5452
2021/12/23 05:00:00+00,Newburyport/Rockport,7010,5453
2022/01/09 05:00:00+00,Needham,303,5454
2021/12/31 05:00:00+00,Lowell,1986,5455
2022/01/22 05:00:00+00,Providence/Stoughton,2386,5456
2022/01/12 05:00:00+00,Greenbush,1174,5457
2021/12/27 05:00:00+00,Middleborough/Lakeville,1684,5458
2021/12/23 05:00:00+00,Framingham/Worcester,4097,5459
2022/01/09 05:00:00+00,Fitchburg,682,5460
2021/12/31 05:00:00+00,Haverhill,1762,5461
2022/01/22 05:00:00+00,Newburyport/Rockport,4025,5462
2022/01/12 05:00:00+00,Fairmount,1168,5463
2021/12/27 05:00:00+00,Lowell,2306,5464
2021/12/23 05:00:00+00,Franklin/Foxboro,3199,5465
2022/01/09 05:00:00+00,Greenbush,214,5466
2021/12/31 05:00:00+00,Kingston,1241,5467
2022/01/22 05:00:00+00,Framingham/Worcester,1461,5468
2022/01/13 05:00:00+00,Providence/Stoughton,8284,5469
2021/12/27 05:00:00+00,Haverhill,1634,5470
2021/12/23 05:00:00+00,Middleborough/Lakeville,2065,5471
2021/12/23 05:00:00+00,Lowell,2274,5472
2021/12/23 05:00:00+00,Haverhill,2031,5473
2021/12/23 05:00:00+00,Kingston,1586,5474
2021/12/23 05:00:00+00,Needham,1610,5475
2021/12/23 05:00:00+00,Fitchburg,2260,5476
2021/12/23 05:00:00+00,Greenbush,1313,5477
2021/12/23 05:00:00+00,Fairmount,1434,5478
2021/12/24 05:00:00+00,Providence/Stoughton,6490,5479
2021/12/24 05:00:00+00,Newburyport/Rockport,5915,5480
2021/12/24 05:00:00+00,Framingham/Worcester,3101,5481
2021/12/24 05:00:00+00,Franklin/Foxboro,1347,5482
2021/12/24 05:00:00+00,Middleborough/Lakeville,1459,5483
2021/12/24 05:00:00+00,Lowell,1474,5484
2021/12/24 05:00:00+00,Haverhill,904,5485
2021/12/24 05:00:00+00,Kingston,742,5486
2021/12/24 05:00:00+00,Needham,1302,5487
2021/12/24 05:00:00+00,Fitchburg,2065,5488
2021/12/24 05:00:00+00,Greenbush,891,5489
2021/12/24 05:00:00+00,Fairmount,1023,5490
2021/12/25 05:00:00+00,Providence/Stoughton,1388,5491
2021/12/25 05:00:00+00,Newburyport/Rockport,1676,5492
2021/12/25 05:00:00+00,Framingham/Worcester,957,5493
2021/12/25 05:00:00+00,Franklin/Foxboro,380,5494
2021/12/25 05:00:00+00,Middleborough/Lakeville,635,5495
2021/12/27 05:00:00+00,Kingston,1274,5496
2021/12/27 05:00:00+00,Needham,930,5497
2021/12/27 05:00:00+00,Fitchburg,2052,5498
2021/12/27 05:00:00+00,Greenbush,707,5499
2021/12/27 05:00:00+00,Fairmount,1248,5500
2021/12/28 05:00:00+00,Providence/Stoughton,7625,5501
2021/12/28 05:00:00+00,Newburyport/Rockport,4706,5502
2021/12/28 05:00:00+00,Framingham/Worcester,4110,5503
2021/12/28 05:00:00+00,Franklin/Foxboro,2528,5504
2021/12/28 05:00:00+00,Middleborough/Lakeville,1870,5505
2021/12/28 05:00:00+00,Lowell,1398,5506
2021/12/28 05:00:00+00,Haverhill,1772,5507
2021/12/28 05:00:00+00,Kingston,1248,5508
2021/12/28 05:00:00+00,Needham,1112,5509
2021/12/28 05:00:00+00,Fitchburg,1924,5510
2021/12/28 05:00:00+00,Greenbush,728,5511
2021/12/28 05:00:00+00,Fairmount,1134,5512
2021/12/29 05:00:00+00,Providence/Stoughton,6814,5513
2021/12/29 05:00:00+00,Newburyport/Rockport,4820,5514
2021/12/29 05:00:00+00,Framingham/Worcester,3706,5515
2021/12/29 05:00:00+00,Franklin/Foxboro,2283,5516
2021/12/29 05:00:00+00,Middleborough/Lakeville,1564,5517
2021/12/29 05:00:00+00,Lowell,1325,5518
2021/12/29 05:00:00+00,Haverhill,1450,5519
2021/12/31 05:00:00+00,Needham,1044,5520
2021/12/31 05:00:00+00,Fitchburg,2276,5521
2021/12/31 05:00:00+00,Greenbush,718,5522
2021/12/31 05:00:00+00,Fairmount,1107,5523
2022/01/01 05:00:00+00,Providence/Stoughton,2147,5524
2022/01/01 05:00:00+00,Newburyport/Rockport,2625,5525
2022/01/01 05:00:00+00,Framingham/Worcester,1172,5526
2022/01/01 05:00:00+00,Franklin/Foxboro,377,5527
2022/01/01 05:00:00+00,Middleborough/Lakeville,634,5528
2022/01/01 05:00:00+00,Lowell,1116,5529
2022/01/01 05:00:00+00,Haverhill,447,5530
2022/01/13 05:00:00+00,Newburyport/Rockport,6032,5531
2022/01/01 05:00:00+00,Kingston,305,5532
2022/01/13 05:00:00+00,Framingham/Worcester,3463,5533
2022/01/22 05:00:00+00,Franklin/Foxboro,780,5534
2022/01/09 05:00:00+00,Fairmount,239,5535
2022/01/01 05:00:00+00,Needham,301,5536
2022/01/13 05:00:00+00,Franklin/Foxboro,3295,5537
2022/01/22 05:00:00+00,Middleborough/Lakeville,578,5538
2022/01/10 05:00:00+00,Providence/Stoughton,7687,5539
2022/01/01 05:00:00+00,Fitchburg,780,5540
2022/01/13 05:00:00+00,Middleborough/Lakeville,2328,5541
2022/01/22 05:00:00+00,Lowell,1677,5542
2022/01/10 05:00:00+00,Newburyport/Rockport,6611,5543
2022/01/01 05:00:00+00,Greenbush,396,5544
2022/01/13 05:00:00+00,Lowell,2445,5545
2022/01/22 05:00:00+00,Haverhill,1119,5546
2022/01/10 05:00:00+00,Framingham/Worcester,3203,5547
2022/01/01 05:00:00+00,Fairmount,255,5548
2022/01/13 05:00:00+00,Haverhill,2050,5549
2022/01/22 05:00:00+00,Kingston,388,5550
2022/01/10 05:00:00+00,Franklin/Foxboro,3223,5551
2022/01/02 05:00:00+00,Providence/Stoughton,2151,5552
2022/01/13 05:00:00+00,Kingston,1598,5553
2022/01/22 05:00:00+00,Needham,203,5554
2022/01/10 05:00:00+00,Middleborough/Lakeville,1834,5555
2022/01/02 05:00:00+00,Newburyport/Rockport,2644,5556
2022/01/13 05:00:00+00,Needham,2225,5557
2022/01/22 05:00:00+00,Fitchburg,992,5558
2022/01/10 05:00:00+00,Lowell,3178,5559
2022/01/02 05:00:00+00,Framingham/Worcester,1305,5560
2022/01/13 05:00:00+00,Fitchburg,2702,5561
2022/01/22 05:00:00+00,Greenbush,286,5562
2022/01/10 05:00:00+00,Haverhill,1693,5563
2022/01/02 05:00:00+00,Franklin/Foxboro,488,5564
2022/01/13 05:00:00+00,Greenbush,1271,5565
2022/01/22 05:00:00+00,Fairmount,323,5566
2022/01/10 05:00:00+00,Kingston,1337,5567
2022/01/02 05:00:00+00,Middleborough/Lakeville,566,5568
2022/01/13 05:00:00+00,Fairmount,1266,5569
2022/01/23 05:00:00+00,Providence/Stoughton,2577,5570
2022/01/10 05:00:00+00,Needham,2180,5571
2022/01/02 05:00:00+00,Lowell,1105,5572
2022/01/14 05:00:00+00,Providence/Stoughton,7860,5573
2022/01/23 05:00:00+00,Newburyport/Rockport,2040,5574
2022/01/10 05:00:00+00,Fitchburg,2871,5575
2022/01/02 05:00:00+00,Haverhill,490,5576
2022/01/14 05:00:00+00,Newburyport/Rockport,5684,5577
2022/01/14 05:00:00+00,Framingham/Worcester,3293,5578
2022/01/14 05:00:00+00,Franklin/Foxboro,3057,5579
2022/01/14 05:00:00+00,Middleborough/Lakeville,2094,5580
2022/01/14 05:00:00+00,Lowell,2988,5581
2022/01/14 05:00:00+00,Haverhill,1893,5582
2022/01/14 05:00:00+00,Kingston,1311,5583
2022/01/14 05:00:00+00,Needham,1804,5584
2022/01/14 05:00:00+00,Fitchburg,2705,5585
2022/01/14 05:00:00+00,Greenbush,1220,5586
2022/01/14 05:00:00+00,Fairmount,1157,5587
2022/01/15 05:00:00+00,Providence/Stoughton,1874,5588
2022/01/15 05:00:00+00,Newburyport/Rockport,2682,5589
2022/01/15 05:00:00+00,Framingham/Worcester,1016,5590
2022/01/02 05:00:00+00,Kingston,375,5591
2022/01/02 05:00:00+00,Needham,295,5592
2022/01/23 05:00:00+00,Framingham/Worcester,1573,5593
2022/01/23 05:00:00+00,Franklin/Foxboro,608,5594
2022/01/23 05:00:00+00,Middleborough/Lakeville,589,5595
2022/01/23 05:00:00+00,Lowell,562,5596
2022/01/23 05:00:00+00,Haverhill,529,5597
2022/01/10 05:00:00+00,Greenbush,1155,5598
2022/01/10 05:00:00+00,Fairmount,1168,5599
2022/01/11 05:00:00+00,Providence/Stoughton,7511,5600
2022/01/31 05:00:00+00,Fairmount,1442,5601
2022/01/27 05:00:00+00,Fitchburg,2885,5602
2022/01/27 05:00:00+00,Greenbush,1304,5603
2022/02/01 05:00:00+00,Providence/Stoughton,9289,5604
2022/01/27 05:00:00+00,Fairmount,1404,5605
2022/02/01 05:00:00+00,Newburyport/Rockport,6638,5606
2022/01/28 05:00:00+00,Providence/Stoughton,9010,5607
2022/02/01 05:00:00+00,Framingham/Worcester,3954,5608
2022/01/28 05:00:00+00,Newburyport/Rockport,5699,5609
2022/02/01 05:00:00+00,Franklin/Foxboro,4178,5610
2022/02/09 05:00:00+00,Franklin/Foxboro,3214,5611
2022/01/23 05:00:00+00,Kingston,356,5612
2022/01/28 05:00:00+00,Framingham/Worcester,4730,5613
2022/02/01 05:00:00+00,Middleborough/Lakeville,2914,5614
2022/02/17 05:00:00+00,Kingston,2455,5615
2022/02/05 05:00:00+00,Newburyport/Rockport,4025,5616
2022/02/09 05:00:00+00,Middleborough/Lakeville,2724,5617
2022/01/28 05:00:00+00,Franklin/Foxboro,3757,5618
2022/02/13 05:00:00+00,Lowell,553,5619
2022/01/23 05:00:00+00,Needham,250,5620
2022/02/21 05:00:00+00,Fitchburg,1301,5621
2022/02/01 05:00:00+00,Lowell,3491,5622
2022/02/17 05:00:00+00,Needham,3303,5623
2022/02/05 05:00:00+00,Framingham/Worcester,1461,5624
2022/02/09 05:00:00+00,Lowell,3766,5625
2022/01/28 05:00:00+00,Middleborough/Lakeville,2455,5626
2022/02/13 05:00:00+00,Haverhill,882,5627
2022/01/23 05:00:00+00,Fitchburg,954,5628
2022/02/21 05:00:00+00,Greenbush,484,5629
2022/02/01 05:00:00+00,Haverhill,2651,5630
2022/02/17 05:00:00+00,Fitchburg,3040,5631
2022/02/05 05:00:00+00,Franklin/Foxboro,780,5632
2022/02/09 05:00:00+00,Haverhill,2284,5633
2022/01/28 05:00:00+00,Lowell,3143,5634
2022/02/13 05:00:00+00,Kingston,431,5635
2022/01/23 05:00:00+00,Greenbush,237,5636
2022/02/21 05:00:00+00,Fairmount,249,5637
2022/02/01 05:00:00+00,Kingston,1654,5638
2022/02/17 05:00:00+00,Greenbush,1547,5639
2022/02/05 05:00:00+00,Middleborough/Lakeville,578,5640
2022/02/09 05:00:00+00,Kingston,2323,5641
2022/01/28 05:00:00+00,Haverhill,1907,5642
2022/02/13 05:00:00+00,Needham,271,5643
2022/01/23 05:00:00+00,Fairmount,190,5644
2022/02/22 05:00:00+00,Providence/Stoughton,10189,5645
2022/02/01 05:00:00+00,Needham,2370,5646
2022/02/17 05:00:00+00,Fairmount,1765,5647
2022/02/05 05:00:00+00,Lowell,1677,5648
2022/02/09 05:00:00+00,Needham,2042,5649
2022/01/28 05:00:00+00,Kingston,1432,5650
2022/02/13 05:00:00+00,Fitchburg,713,5651
2022/01/24 05:00:00+00,Providence/Stoughton,8717,5652
2022/02/22 05:00:00+00,Newburyport/Rockport,7203,5653
2022/02/01 05:00:00+00,Fitchburg,3118,5654
2022/02/18 05:00:00+00,Providence/Stoughton,9628,5655
2022/02/05 05:00:00+00,Haverhill,1119,5656
2022/02/09 05:00:00+00,Fitchburg,3089,5657
2022/01/28 05:00:00+00,Needham,1983,5658
2022/02/13 05:00:00+00,Greenbush,263,5659
2022/01/24 05:00:00+00,Newburyport/Rockport,5719,5660
2022/02/22 05:00:00+00,Framingham/Worcester,4691,5661
2022/02/01 05:00:00+00,Greenbush,1360,5662
2022/02/18 05:00:00+00,Newburyport/Rockport,6628,5663
2022/02/05 05:00:00+00,Kingston,388,5664
2022/02/09 05:00:00+00,Greenbush,1428,5665
2022/01/28 05:00:00+00,Fitchburg,2390,5666
2022/02/13 05:00:00+00,Fairmount,341,5667
2022/01/24 05:00:00+00,Framingham/Worcester,4329,5668
2022/02/22 05:00:00+00,Franklin/Foxboro,4511,5669
2022/02/01 05:00:00+00,Fairmount,1433,5670
2022/02/18 05:00:00+00,Framingham/Worcester,5007,5671
2022/02/05 05:00:00+00,Needham,203,5672
2022/02/09 05:00:00+00,Fairmount,1720,5673
2022/01/28 05:00:00+00,Greenbush,1344,5674
2022/02/14 05:00:00+00,Providence/Stoughton,10209,5675
2022/01/24 05:00:00+00,Franklin/Foxboro,3960,5676
2022/02/22 05:00:00+00,Middleborough/Lakeville,3422,5677
2022/02/02 05:00:00+00,Providence/Stoughton,8827,5678
2022/02/18 05:00:00+00,Franklin/Foxboro,3583,5679
2022/02/05 05:00:00+00,Fitchburg,992,5680
2022/02/10 05:00:00+00,Providence/Stoughton,9709,5681
2022/01/28 05:00:00+00,Fairmount,1303,5682
2022/02/14 05:00:00+00,Newburyport/Rockport,6527,5683
2022/01/24 05:00:00+00,Middleborough/Lakeville,2477,5684
2022/02/22 05:00:00+00,Lowell,3756,5685
2022/02/02 05:00:00+00,Newburyport/Rockport,6319,5686
2022/02/18 05:00:00+00,Middleborough/Lakeville,3023,5687
2022/02/05 05:00:00+00,Greenbush,286,5688
2022/02/22 05:00:00+00,Haverhill,2766,5689
2022/02/10 05:00:00+00,Newburyport/Rockport,7031,5690
2022/02/22 05:00:00+00,Kingston,2085,5691
2022/02/14 05:00:00+00,Framingham/Worcester,4619,5692
2022/02/22 05:00:00+00,Needham,2301,5693
2022/02/10 05:00:00+00,Framingham/Worcester,4085,5694
2022/01/24 05:00:00+00,Lowell,4018,5695
2022/02/02 05:00:00+00,Framingham/Worcester,4197,5696
2022/02/18 05:00:00+00,Lowell,4050,5697
2022/02/05 05:00:00+00,Fairmount,323,5698
2022/01/29 05:00:00+00,Providence/Stoughton,871,5699
2022/02/06 05:00:00+00,Providence/Stoughton,2577,5700
2022/01/29 05:00:00+00,Newburyport/Rockport,2376,5701
2022/02/06 05:00:00+00,Newburyport/Rockport,2040,5702
2022/01/29 05:00:00+00,Framingham/Worcester,545,5703
2022/02/18 05:00:00+00,Haverhill,2667,5704
2022/01/29 05:00:00+00,Franklin/Foxboro,743,5705
2022/02/06 05:00:00+00,Framingham/Worcester,1573,5706
2022/02/18 05:00:00+00,Kingston,1873,5707
2022/02/02 05:00:00+00,Franklin/Foxboro,4108,5708
2022/01/24 05:00:00+00,Haverhill,1827,5709
2022/01/29 05:00:00+00,Middleborough/Lakeville,338,5710
2022/02/10 05:00:00+00,Franklin/Foxboro,4209,5711
2022/02/06 05:00:00+00,Franklin/Foxboro,608,5712
2022/02/14 05:00:00+00,Franklin/Foxboro,3391,5713
2022/02/18 05:00:00+00,Needham,2723,5714
2022/02/22 05:00:00+00,Fitchburg,3223,5715
2022/02/02 05:00:00+00,Middleborough/Lakeville,2917,5716
2022/01/24 05:00:00+00,Kingston,1471,5717
2022/01/29 05:00:00+00,Lowell,1167,5718
2022/02/10 05:00:00+00,Middleborough/Lakeville,3241,5719
2022/02/06 05:00:00+00,Middleborough/Lakeville,589,5720
2022/02/14 05:00:00+00,Middleborough/Lakeville,2786,5721
2022/02/18 05:00:00+00,Fitchburg,3163,5722
2022/02/22 05:00:00+00,Greenbush,1180,5723
2022/02/02 05:00:00+00,Lowell,3329,5724
2022/01/24 05:00:00+00,Needham,1938,5725
2022/01/29 05:00:00+00,Haverhill,834,5726
2022/02/10 05:00:00+00,Lowell,3856,5727
2022/02/06 05:00:00+00,Lowell,562,5728
2022/02/14 05:00:00+00,Lowell,3370,5729
2022/02/18 05:00:00+00,Greenbush,1461,5730
2022/02/22 05:00:00+00,Fairmount,1421,5731
2022/02/02 05:00:00+00,Haverhill,2150,5732
2022/01/24 05:00:00+00,Fitchburg,3242,5733
2022/01/29 05:00:00+00,Kingston,299,5734
2022/02/10 05:00:00+00,Haverhill,2353,5735
2022/02/06 05:00:00+00,Haverhill,529,5736
2022/02/14 05:00:00+00,Haverhill,2427,5737
2022/02/18 05:00:00+00,Fairmount,1573,5738
2022/02/23 05:00:00+00,Providence/Stoughton,11029,5739
2022/02/02 05:00:00+00,Kingston,1711,5740
2022/01/24 05:00:00+00,Greenbush,1296,5741
2022/01/29 05:00:00+00,Needham,175,5742
2022/02/10 05:00:00+00,Kingston,2501,5743
2022/02/06 05:00:00+00,Kingston,356,5744
2022/02/14 05:00:00+00,Kingston,1865,5745
2022/02/19 05:00:00+00,Providence/Stoughton,3328,5746
2022/02/23 05:00:00+00,Newburyport/Rockport,7002,5747
2022/02/02 05:00:00+00,Needham,2293,5748
2022/01/24 05:00:00+00,Fairmount,1430,5749
2022/01/29 05:00:00+00,Fitchburg,662,5750
2022/02/10 05:00:00+00,Needham,2703,5751
2022/02/06 05:00:00+00,Needham,250,5752
2022/02/14 05:00:00+00,Needham,2742,5753
2022/02/19 05:00:00+00,Newburyport/Rockport,2463,5754
2022/02/23 05:00:00+00,Framingham/Worcester,5297,5755
2022/02/02 05:00:00+00,Fitchburg,2792,5756
2022/01/25 05:00:00+00,Providence/Stoughton,8413,5757
2022/01/29 05:00:00+00,Greenbush,174,5758
2022/02/10 05:00:00+00,Fitchburg,3147,5759
2022/02/06 05:00:00+00,Fitchburg,954,5760
2022/02/14 05:00:00+00,Fitchburg,3217,5761
2022/02/19 05:00:00+00,Framingham/Worcester,1615,5762
2022/02/23 05:00:00+00,Franklin/Foxboro,4426,5763
2022/02/02 05:00:00+00,Greenbush,1474,5764
2022/01/25 05:00:00+00,Newburyport/Rockport,6351,5765
2022/01/29 05:00:00+00,Fairmount,225,5766
2022/02/10 05:00:00+00,Greenbush,1656,5767
2022/02/06 05:00:00+00,Greenbush,237,5768
2022/02/14 05:00:00+00,Greenbush,1256,5769
2022/02/19 05:00:00+00,Franklin/Foxboro,624,5770
2022/02/23 05:00:00+00,Middleborough/Lakeville,3370,5771
2022/02/02 05:00:00+00,Fairmount,1465,5772
2022/01/25 05:00:00+00,Framingham/Worcester,3740,5773
2022/01/30 05:00:00+00,Providence/Stoughton,2119,5774
2022/02/10 05:00:00+00,Fairmount,1653,5775
2022/02/06 05:00:00+00,Fairmount,190,5776
2022/02/14 05:00:00+00,Fairmount,1914,5777
2022/02/19 05:00:00+00,Middleborough/Lakeville,526,5778
2022/02/23 05:00:00+00,Lowell,3481,5779
2022/02/03 05:00:00+00,Providence/Stoughton,9761,5780
2022/01/25 05:00:00+00,Franklin/Foxboro,3776,5781
2022/01/30 05:00:00+00,Newburyport/Rockport,1529,5782
2022/02/11 05:00:00+00,Providence/Stoughton,10022,5783
2022/02/07 05:00:00+00,Providence/Stoughton,9651,5784
2022/02/15 05:00:00+00,Providence/Stoughton,10737,5785
2022/02/19 05:00:00+00,Lowell,1584,5786
2022/02/23 05:00:00+00,Haverhill,2928,5787
2022/02/03 05:00:00+00,Newburyport/Rockport,6684,5788
2022/01/25 05:00:00+00,Middleborough/Lakeville,2449,5789
2022/01/30 05:00:00+00,Framingham/Worcester,1114,5790
2022/02/11 05:00:00+00,Newburyport/Rockport,7108,5791
2022/02/07 05:00:00+00,Newburyport/Rockport,7524,5792
2022/02/15 05:00:00+00,Newburyport/Rockport,7033,5793
2022/02/19 05:00:00+00,Haverhill,1093,5794
2022/02/23 05:00:00+00,Kingston,2142,5795
2022/02/03 05:00:00+00,Framingham/Worcester,4232,5796
2022/02/03 05:00:00+00,Franklin/Foxboro,4123,5797
2022/02/03 05:00:00+00,Middleborough/Lakeville,2924,5798
2022/02/03 05:00:00+00,Lowell,3903,5799
2022/02/03 05:00:00+00,Haverhill,2216,5800
2022/02/03 05:00:00+00,Kingston,2443,5801
2022/02/03 05:00:00+00,Needham,2507,5802
2022/02/03 05:00:00+00,Fitchburg,3090,5803
2022/02/03 05:00:00+00,Greenbush,1592,5804
2022/02/03 05:00:00+00,Fairmount,1566,5805
2022/02/04 05:00:00+00,Providence/Stoughton,8229,5806
2022/02/04 05:00:00+00,Newburyport/Rockport,5158,5807
2022/02/04 05:00:00+00,Framingham/Worcester,2914,5808
2022/02/04 05:00:00+00,Franklin/Foxboro,3077,5809
2022/02/04 05:00:00+00,Middleborough/Lakeville,2418,5810
2022/02/04 05:00:00+00,Lowell,3424,5811
2022/02/04 05:00:00+00,Haverhill,1776,5812
2022/02/04 05:00:00+00,Kingston,2081,5813
2022/02/04 05:00:00+00,Needham,1693,5814
2022/02/04 05:00:00+00,Fitchburg,2336,5815
2022/02/04 05:00:00+00,Greenbush,1117,5816
2022/02/04 05:00:00+00,Fairmount,1200,5817
2022/02/05 05:00:00+00,Providence/Stoughton,2386,5818
2022/02/23 05:00:00+00,Needham,2543,5819
2022/02/23 05:00:00+00,Fitchburg,3719,5820
2022/02/23 05:00:00+00,Greenbush,1278,5821
2022/02/23 05:00:00+00,Fairmount,1471,5822
2022/02/24 05:00:00+00,Providence/Stoughton,11781,5823
2022/02/24 05:00:00+00,Newburyport/Rockport,7234,5824
2022/02/24 05:00:00+00,Framingham/Worcester,5533,5825
2022/02/24 05:00:00+00,Franklin/Foxboro,4165,5826
2022/02/24 05:00:00+00,Middleborough/Lakeville,3256,5827
2022/02/24 05:00:00+00,Lowell,4227,5828
2022/02/24 05:00:00+00,Haverhill,3875,5829
2022/02/24 05:00:00+00,Kingston,2455,5830
2022/02/24 05:00:00+00,Needham,2521,5831
2022/02/24 05:00:00+00,Fitchburg,3538,5832
2022/02/24 05:00:00+00,Greenbush,1385,5833
2022/02/24 05:00:00+00,Fairmount,1366,5834
2022/02/25 05:00:00+00,Providence/Stoughton,7368,5835
2022/02/25 05:00:00+00,Newburyport/Rockport,6074,5836
2022/02/25 05:00:00+00,Framingham/Worcester,2983,5837
2022/02/25 05:00:00+00,Franklin/Foxboro,1962,5838
2022/02/25 05:00:00+00,Middleborough/Lakeville,1961,5839
2022/02/25 05:00:00+00,Lowell,3821,5840
2022/02/25 05:00:00+00,Haverhill,2470,5841
2022/02/25 05:00:00+00,Kingston,1133,5842
2022/02/25 05:00:00+00,Needham,1150,5843
2022/02/25 05:00:00+00,Fitchburg,2517,5844
2022/02/25 05:00:00+00,Greenbush,804,5845
2022/01/25 05:00:00+00,Lowell,3865,5846
2022/02/19 05:00:00+00,Kingston,407,5847
2022/02/11 05:00:00+00,Framingham/Worcester,3790,5848
2022/01/30 05:00:00+00,Franklin/Foxboro,558,5849
2022/01/25 05:00:00+00,Haverhill,1631,5850
2022/02/07 05:00:00+00,Framingham/Worcester,4384,5851
2022/02/15 05:00:00+00,Framingham/Worcester,4410,5852
2022/02/19 05:00:00+00,Needham,254,5853
2022/02/11 05:00:00+00,Franklin/Foxboro,3774,5854
2022/01/30 05:00:00+00,Middleborough/Lakeville,437,5855
2022/01/25 05:00:00+00,Kingston,1631,5856
2022/02/07 05:00:00+00,Franklin/Foxboro,3921,5857
2022/02/15 05:00:00+00,Franklin/Foxboro,4062,5858
2022/02/19 05:00:00+00,Fitchburg,653,5859
2022/02/11 05:00:00+00,Middleborough/Lakeville,3231,5860
2022/01/30 05:00:00+00,Lowell,459,5861
2022/01/25 05:00:00+00,Needham,1986,5862
2022/02/07 05:00:00+00,Middleborough/Lakeville,2785,5863
2022/02/15 05:00:00+00,Middleborough/Lakeville,2734,5864
2022/02/19 05:00:00+00,Greenbush,235,5865
2022/02/11 05:00:00+00,Lowell,3564,5866
2022/01/30 05:00:00+00,Haverhill,497,5867
2022/01/25 05:00:00+00,Fitchburg,2731,5868
2022/02/07 05:00:00+00,Lowell,3412,5869
2022/02/15 05:00:00+00,Lowell,3221,5870
2022/02/19 05:00:00+00,Fairmount,260,5871
2022/02/11 05:00:00+00,Haverhill,2292,5872
2022/01/30 05:00:00+00,Kingston,253,5873
2022/01/25 05:00:00+00,Greenbush,1281,5874
2022/02/07 05:00:00+00,Haverhill,2174,5875
2022/02/15 05:00:00+00,Haverhill,2465,5876
2022/02/20 05:00:00+00,Providence/Stoughton,2944,5877
2022/02/11 05:00:00+00,Kingston,1952,5878
2022/01/30 05:00:00+00,Needham,261,5879
2022/01/25 05:00:00+00,Fairmount,1382,5880
2022/02/07 05:00:00+00,Kingston,2334,5881
2022/02/15 05:00:00+00,Kingston,2614,5882
2022/02/20 05:00:00+00,Newburyport/Rockport,1961,5883
2022/02/11 05:00:00+00,Needham,2355,5884
2022/01/30 05:00:00+00,Fitchburg,627,5885
2022/01/26 05:00:00+00,Providence/Stoughton,8377,5886
2022/02/07 05:00:00+00,Needham,2539,5887
2022/02/15 05:00:00+00,Needham,2739,5888
2022/02/20 05:00:00+00,Framingham/Worcester,1656,5889
2022/02/11 05:00:00+00,Fitchburg,3089,5890
2022/01/30 05:00:00+00,Greenbush,146,5891
2022/01/26 05:00:00+00,Newburyport/Rockport,6116,5892
2022/02/07 05:00:00+00,Fitchburg,3239,5893
2022/02/15 05:00:00+00,Fitchburg,3020,5894
2022/02/20 05:00:00+00,Franklin/Foxboro,462,5895
2022/02/11 05:00:00+00,Greenbush,1288,5896
2022/01/30 05:00:00+00,Fairmount,186,5897
2022/01/26 05:00:00+00,Framingham/Worcester,4827,5898
2022/02/07 05:00:00+00,Greenbush,1414,5899
2022/02/15 05:00:00+00,Greenbush,1315,5900
2022/02/20 05:00:00+00,Middleborough/Lakeville,391,5901
2022/02/11 05:00:00+00,Fairmount,1546,5902
2022/01/31 05:00:00+00,Providence/Stoughton,9047,5903
2022/01/31 05:00:00+00,Newburyport/Rockport,5568,5904
2022/01/31 05:00:00+00,Framingham/Worcester,5624,5905
2022/01/31 05:00:00+00,Franklin/Foxboro,3858,5906
2022/01/31 05:00:00+00,Middleborough/Lakeville,2485,5907
2022/01/31 05:00:00+00,Lowell,3645,5908
2022/01/31 05:00:00+00,Haverhill,2147,5909
2022/01/31 05:00:00+00,Kingston,1620,5910
2022/01/31 05:00:00+00,Needham,2007,5911
2022/01/31 05:00:00+00,Fitchburg,2769,5912
2022/01/31 05:00:00+00,Greenbush,1168,5913
