service_date,line,estimated_boardings,ObjectId
2021/06/14 04:00:00+00,Middleborough/Lakeville,1853,3047
2021/06/17 04:00:00+00,Fairmount,991,3048
2021/06/02 04:00:00+00,Fairmount,988,3049
2021/06/30 04:00:00+00,Greenbush,902,3050
2021/06/07 04:00:00+00,Haverhill,1789,3051
2021/06/14 04:00:00+00,Lowell,1901,3052
2021/06/18 04:00:00+00,Providence/Stoughton,5333,3053
2021/06/03 04:00:00+00,Providence/Stoughton,5353,3054
2021/06/30 04:00:00+00,Fairmount,790,3055
2021/06/07 04:00:00+00,Kingston,1198,3056
2021/06/14 04:00:00+00,Haverhill,1780,3057
2021/06/18 04:00:00+00,Newburyport/Rockport,5201,3058
2021/06/03 04:00:00+00,Newburyport/Rockport,4239,3059
2021/07/01 04:00:00+00,Providence/Stoughton,6073,3060
2021/06/07 04:00:00+00,Needham,1034,3061
2021/06/14 04:00:00+00,Kingston,1126,3062
2021/06/18 04:00:00+00,Framingham/Worcester,3689,3063
2021/06/03 04:00:00+00,Framingham/Worcester,2918,3064
2021/07/01 04:00:00+00,Newburyport/Rockport,6146,3065
2021/06/07 04:00:00+00,Fitchburg,1771,3066
2021/06/14 04:00:00+00,Needham,1144,3067
2021/06/18 04:00:00+00,Franklin/Foxboro,1636,3068
2021/06/03 04:00:00+00,Franklin/Foxboro,1862,3069
2021/07/01 04:00:00+00,Framingham/Worcester,3989,3070
2021/06/07 04:00:00+00,Greenbush,1108,3071
2021/06/14 04:00:00+00,Fitchburg,1994,3072
2021/06/18 04:00:00+00,Middleborough/Lakeville,1347,3073
2021/06/03 04:00:00+00,Middleborough/Lakeville,1691,3074
2021/07/01 04:00:00+00,Franklin/Foxboro,2277,3075
2021/06/07 04:00:00+00,Fairmount,966,3076
2021/06/14 04:00:00+00,Greenbush,950,3077
2021/06/18 04:00:00+00,Lowell,2370,3078
2021/06/03 04:00:00+00,Lowell,1907,3079
2021/07/01 04:00:00+00,Middleborough/Lakeville,1706,3080
2021/06/08 04:00:00+00,Providence/Stoughton,4520,3081
2021/06/14 04:00:00+00,Fairmount,942,3082
2021/06/18 04:00:00+00,Haverhill,2337,3083
2021/06/03 04:00:00+00,Haverhill,1892,3084
2021/07/01 04:00:00+00,Lowell,2488,3085
2021/06/08 04:00:00+00,Newburyport/Rockport,4939,3086
2021/06/15 04:00:00+00,Providence/Stoughton,4770,3087
2021/06/18 04:00:00+00,Kingston,1206,3088
2021/06/03 04:00:00+00,Kingston,1395,3089
2021/07/01 04:00:00+00,Haverhill,2594,3090
2021/06/08 04:00:00+00,Framingham/Worcester,3467,3091
2021/06/15 04:00:00+00,Newburyport/Rockport,5181,3092
2021/06/18 04:00:00+00,Needham,1019,3093
2021/06/03 04:00:00+00,Needham,1216,3094
2021/07/01 04:00:00+00,Kingston,1332,3095
2021/06/08 04:00:00+00,Franklin/Foxboro,2329,3096
2021/06/08 04:00:00+00,Middleborough/Lakeville,1612,3097
2021/06/08 04:00:00+00,Lowell,1861,3098
2021/06/08 04:00:00+00,Haverhill,1871,3099
2021/06/08 04:00:00+00,Kingston,1228,3100
2021/06/08 04:00:00+00,Needham,1045,3101
2021/06/08 04:00:00+00,Fitchburg,1371,3102
2021/06/08 04:00:00+00,Greenbush,1137,3103
2021/06/08 04:00:00+00,Fairmount,1091,3104
2021/06/09 04:00:00+00,Providence/Stoughton,4659,3105
2021/06/09 04:00:00+00,Newburyport/Rockport,4442,3106
2021/06/09 04:00:00+00,Framingham/Worcester,3283,3107
2021/06/09 04:00:00+00,Franklin/Foxboro,1977,3108
2021/06/09 04:00:00+00,Middleborough/Lakeville,1583,3109
2021/06/09 04:00:00+00,Lowell,1627,3110
2021/06/09 04:00:00+00,Haverhill,1293,3111
2021/06/09 04:00:00+00,Kingston,1317,3112
2021/06/09 04:00:00+00,Needham,1158,3113
2021/06/09 04:00:00+00,Fitchburg,1106,3114
2021/06/09 04:00:00+00,Greenbush,1106,3115
2021/06/09 04:00:00+00,Fairmount,1068,3116
2021/06/10 04:00:00+00,Providence/Stoughton,5384,3117
2021/06/10 04:00:00+00,Newburyport/Rockport,5361,3118
2021/06/10 04:00:00+00,Framingham/Worcester,3655,3119
2021/06/10 04:00:00+00,Franklin/Foxboro,2303,3120
2021/06/10 04:00:00+00,Middleborough/Lakeville,1910,3121
2021/06/10 04:00:00+00,Lowell,2258,3122
2021/06/10 04:00:00+00,Haverhill,2053,3123
2021/06/10 04:00:00+00,Kingston,1400,3124
2021/07/01 04:00:00+00,Needham,1239,3125
2021/07/01 04:00:00+00,Fitchburg,1938,3126
2021/07/01 04:00:00+00,Greenbush,1071,3127
2021/07/01 04:00:00+00,Fairmount,1011,3128
2021/07/02 04:00:00+00,Providence/Stoughton,5321,3129
2021/07/02 04:00:00+00,Newburyport/Rockport,5157,3130
2021/07/02 04:00:00+00,Framingham/Worcester,2743,3131
2021/07/02 04:00:00+00,Franklin/Foxboro,1730,3132
2021/07/02 04:00:00+00,Middleborough/Lakeville,1688,3133
2021/07/02 04:00:00+00,Lowell,2306,3134
2021/07/02 04:00:00+00,Haverhill,1969,3135
2021/07/02 04:00:00+00,Kingston,1413,3136
2021/07/02 04:00:00+00,Needham,1051,3137
2021/07/02 04:00:00+00,Fitchburg,1906,3138
2021/07/02 04:00:00+00,Greenbush,764,3139
2021/07/02 04:00:00+00,Fairmount,971,3140
2021/07/03 04:00:00+00,Providence/Stoughton,2098,3141
2021/07/03 04:00:00+00,Newburyport/Rockport,2539,3142
2021/07/03 04:00:00+00,Framingham/Worcester,1200,3143
2021/07/03 04:00:00+00,Franklin/Foxboro,552,3144
2021/06/15 04:00:00+00,Framingham/Worcester,3503,3145
2021/06/15 04:00:00+00,Franklin/Foxboro,1823,3146
2021/06/15 04:00:00+00,Middleborough/Lakeville,1344,3147
2021/06/15 04:00:00+00,Lowell,2023,3148
2021/06/15 04:00:00+00,Haverhill,1963,3149
2021/06/15 04:00:00+00,Kingston,975,3150
2021/06/15 04:00:00+00,Needham,971,3151
2021/06/15 04:00:00+00,Fitchburg,1887,3152
2021/06/15 04:00:00+00,Greenbush,835,3153
2021/06/15 04:00:00+00,Fairmount,1073,3154
2021/06/16 04:00:00+00,Providence/Stoughton,5593,3155
2021/06/16 04:00:00+00,Newburyport/Rockport,5184,3156
2021/06/16 04:00:00+00,Framingham/Worcester,3379,3157
2021/06/16 04:00:00+00,Franklin/Foxboro,2234,3158
2021/06/16 04:00:00+00,Middleborough/Lakeville,1337,3159
2021/06/16 04:00:00+00,Lowell,2428,3160
2021/06/16 04:00:00+00,Haverhill,2604,3161
2021/06/16 04:00:00+00,Kingston,1151,3162
2021/06/16 04:00:00+00,Needham,1124,3163
2021/06/16 04:00:00+00,Fitchburg,1826,3164
2021/06/18 04:00:00+00,Fitchburg,2290,3165
2021/06/03 04:00:00+00,Fitchburg,1612,3166
2021/06/18 04:00:00+00,Greenbush,781,3167
2021/06/18 04:00:00+00,Fairmount,796,3168
2021/06/03 04:00:00+00,Greenbush,1161,3169
2021/06/21 04:00:00+00,Providence/Stoughton,5632,3170
2021/06/21 04:00:00+00,Newburyport/Rockport,6050,3171
2021/06/21 04:00:00+00,Framingham/Worcester,3634,3172
2021/06/21 04:00:00+00,Franklin/Foxboro,1983,3173
2021/06/21 04:00:00+00,Middleborough/Lakeville,1776,3174
2021/06/21 04:00:00+00,Lowell,2461,3175
2021/06/21 04:00:00+00,Haverhill,2482,3176
2021/06/21 04:00:00+00,Kingston,1376,3177
2021/06/21 04:00:00+00,Needham,1045,3178
2021/06/21 04:00:00+00,Fitchburg,1926,3179
2021/06/21 04:00:00+00,Greenbush,986,3180
2021/06/21 04:00:00+00,Fairmount,985,3181
2021/06/22 04:00:00+00,Providence/Stoughton,5283,3182
2021/06/22 04:00:00+00,Newburyport/Rockport,5433,3183
2021/06/22 04:00:00+00,Framingham/Worcester,2415,3184
2021/06/22 04:00:00+00,Franklin/Foxboro,2332,3185
2021/06/22 04:00:00+00,Middleborough/Lakeville,1649,3186
2021/06/03 04:00:00+00,Fairmount,1231,3187
2021/06/22 04:00:00+00,Lowell,2294,3188
2021/06/22 04:00:00+00,Haverhill,1985,3189
2021/06/04 04:00:00+00,Providence/Stoughton,4720,3190
2021/06/22 04:00:00+00,Kingston,1483,3191
2021/06/04 04:00:00+00,Newburyport/Rockport,4761,3192
2021/06/22 04:00:00+00,Needham,1042,3193
2021/06/04 04:00:00+00,Framingham/Worcester,2954,3194
2021/06/22 04:00:00+00,Fitchburg,1911,3195
2021/06/04 04:00:00+00,Franklin/Foxboro,1834,3196
2021/06/22 04:00:00+00,Greenbush,1090,3197
2021/06/04 04:00:00+00,Middleborough/Lakeville,1558,3198
2021/06/22 04:00:00+00,Fairmount,942,3199
2021/06/04 04:00:00+00,Lowell,1793,3200
2021/07/07 04:00:00+00,Haverhill,1833,3201
2021/07/15 04:00:00+00,Greenbush,1192,3202
2021/07/07 04:00:00+00,Kingston,1122,3203
2021/07/15 04:00:00+00,Fairmount,857,3204
2021/07/07 04:00:00+00,Needham,1161,3205
2021/07/16 04:00:00+00,Providence/Stoughton,6650,3206
2021/07/07 04:00:00+00,Fitchburg,2191,3207
2021/07/16 04:00:00+00,Newburyport/Rockport,5857,3208
2021/07/07 04:00:00+00,Greenbush,810,3209
2021/07/16 04:00:00+00,Framingham/Worcester,4106,3210
2021/08/01 04:00:00+00,Kingston,393,3211
2021/07/07 04:00:00+00,Fairmount,860,3212
2021/07/16 04:00:00+00,Franklin/Foxboro,2119,3213
2021/08/01 04:00:00+00,Needham,295,3214
2021/07/24 04:00:00+00,Franklin/Foxboro,1034,3215
2021/07/08 04:00:00+00,Providence/Stoughton,5970,3216
2021/07/20 04:00:00+00,Providence/Stoughton,6014,3217
2021/08/05 04:00:00+00,Fitchburg,2053.6807,3218
2021/07/16 04:00:00+00,Middleborough/Lakeville,1594,3219
2021/08/01 04:00:00+00,Fitchburg,1166,3220
2021/07/28 04:00:00+00,Lowell,2610,3221
2021/07/11 04:00:00+00,Needham,295,3222
2021/07/24 04:00:00+00,Middleborough/Lakeville,1155,3223
2021/07/08 04:00:00+00,Newburyport/Rockport,5217,3224
2021/07/20 04:00:00+00,Newburyport/Rockport,5652,3225
2021/08/05 04:00:00+00,Greenbush,656.0076,3226
2021/07/16 04:00:00+00,Lowell,2559,3227
2021/08/01 04:00:00+00,Greenbush,477,3228
2021/07/28 04:00:00+00,Haverhill,2528,3229
2021/07/11 04:00:00+00,Fitchburg,961,3230
2021/07/24 04:00:00+00,Lowell,1298,3231
2021/07/08 04:00:00+00,Framingham/Worcester,3654,3232
2021/07/20 04:00:00+00,Framingham/Worcester,3791,3233
2021/08/05 04:00:00+00,Fairmount,1117.7388,3234
2021/07/16 04:00:00+00,Haverhill,3022,3235
2021/08/01 04:00:00+00,Fairmount,236,3236
2021/07/28 04:00:00+00,Kingston,1742,3237
2021/07/11 04:00:00+00,Greenbush,466,3238
2021/07/24 04:00:00+00,Haverhill,1147,3239
2021/07/08 04:00:00+00,Franklin/Foxboro,2427,3240
2021/07/20 04:00:00+00,Franklin/Foxboro,2581,3241
2021/08/06 04:00:00+00,Providence/Stoughton,5979,3242
2021/07/16 04:00:00+00,Kingston,1280,3243
2021/08/02 04:00:00+00,Providence/Stoughton,5695,3244
2021/07/28 04:00:00+00,Needham,1004,3245
2021/07/11 04:00:00+00,Fairmount,324,3246
2021/07/24 04:00:00+00,Kingston,143,3247
2021/07/08 04:00:00+00,Middleborough/Lakeville,1678,3248
2021/07/20 04:00:00+00,Middleborough/Lakeville,1646,3249
2021/08/06 04:00:00+00,Newburyport/Rockport,4393,3250
2021/07/16 04:00:00+00,Needham,1323,3251
2021/08/02 04:00:00+00,Newburyport/Rockport,4591,3252
2021/07/28 04:00:00+00,Fitchburg,2430,3253
2021/07/12 04:00:00+00,Providence/Stoughton,6197,3254
2021/07/24 04:00:00+00,Needham,464,3255
2021/07/08 04:00:00+00,Lowell,2912,3256
2021/07/20 04:00:00+00,Lowell,2212,3257
2021/08/06 04:00:00+00,Framingham/Worcester,3556,3258
2021/07/16 04:00:00+00,Fitchburg,2262,3259
2021/08/02 04:00:00+00,Framingham/Worcester,2793,3260
2021/07/28 04:00:00+00,Greenbush,1034,3261
2021/07/12 04:00:00+00,Newburyport/Rockport,5422,3262
2021/07/24 04:00:00+00,Fitchburg,777,3263
2021/07/08 04:00:00+00,Haverhill,1926,3264
2021/07/20 04:00:00+00,Haverhill,2391,3265
2021/08/06 04:00:00+00,Franklin/Foxboro,2185,3266
2021/07/16 04:00:00+00,Greenbush,931,3267
2021/08/02 04:00:00+00,Franklin/Foxboro,2971,3268
2021/07/28 04:00:00+00,Fairmount,802,3269
2021/07/12 04:00:00+00,Framingham/Worcester,3955,3270
2021/07/24 04:00:00+00,Greenbush,277,3271
2021/07/08 04:00:00+00,Kingston,1243,3272
2021/07/20 04:00:00+00,Kingston,1300,3273
2021/08/06 04:00:00+00,Middleborough/Lakeville,1648,3274
2021/07/16 04:00:00+00,Fairmount,1063,3275
2021/08/02 04:00:00+00,Middleborough/Lakeville,1251,3276
2021/07/29 04:00:00+00,Providence/Stoughton,6063,3277
2021/07/12 04:00:00+00,Franklin/Foxboro,1682,3278
2021/07/24 04:00:00+00,Fairmount,416,3279
2021/07/08 04:00:00+00,Needham,865,3280
2021/07/20 04:00:00+00,Needham,1194,3281
2021/08/06 04:00:00+00,Lowell,2558,3282
2021/07/17 04:00:00+00,Providence/Stoughton,2935,3283
2021/08/02 04:00:00+00,Lowell,2602,3284
2021/07/29 04:00:00+00,Newburyport/Rockport,6965,3285
2021/07/12 04:00:00+00,Middleborough/Lakeville,1766,3286
2021/07/25 04:00:00+00,Providence/Stoughton,2924,3287
2021/07/08 04:00:00+00,Fitchburg,2387,3288
2021/07/20 04:00:00+00,Fitchburg,2672,3289
2021/08/06 04:00:00+00,Haverhill,1970,3290
2021/07/17 04:00:00+00,Newburyport/Rockport,3535,3291
2021/08/02 04:00:00+00,Haverhill,1712,3292
2021/07/29 04:00:00+00,Framingham/Worcester,3634,3293
2021/07/12 04:00:00+00,Lowell,2132,3294
2021/07/25 04:00:00+00,Newburyport/Rockport,3093,3295
2021/07/08 04:00:00+00,Greenbush,845,3296
2021/07/20 04:00:00+00,Greenbush,1157,3297
2021/08/06 04:00:00+00,Kingston,1341,3298
2021/07/17 04:00:00+00,Framingham/Worcester,2706,3299
2021/08/02 04:00:00+00,Kingston,1289,3300
2021/07/29 04:00:00+00,Franklin/Foxboro,2863,3301
2021/07/12 04:00:00+00,Haverhill,2510,3302
2021/07/25 04:00:00+00,Framingham/Worcester,1439,3303
2021/07/08 04:00:00+00,Fairmount,985,3304
2021/07/20 04:00:00+00,Fairmount,809,3305
2021/08/06 04:00:00+00,Needham,841,3306
2021/07/17 04:00:00+00,Franklin/Foxboro,875,3307
2021/08/02 04:00:00+00,Needham,974,3308
2021/07/29 04:00:00+00,Middleborough/Lakeville,1392,3309
2021/07/12 04:00:00+00,Kingston,1282,3310
2021/07/25 04:00:00+00,Franklin/Foxboro,1076,3311
2021/07/09 04:00:00+00,Providence/Stoughton,5246,3312
2021/07/21 04:00:00+00,Providence/Stoughton,5955,3313
2021/08/06 04:00:00+00,Fitchburg,1903,3314
2021/07/17 04:00:00+00,Middleborough/Lakeville,766,3315
2021/08/02 04:00:00+00,Fitchburg,2021,3316
2021/08/02 04:00:00+00,Greenbush,868,3317
2021/08/02 04:00:00+00,Fairmount,709,3318
2021/08/03 04:00:00+00,Providence/Stoughton,5433,3319
2021/08/03 04:00:00+00,Newburyport/Rockport,4953,3320
2021/08/03 04:00:00+00,Framingham/Worcester,3422,3321
2021/08/03 04:00:00+00,Franklin/Foxboro,3866,3322
2021/08/03 04:00:00+00,Middleborough/Lakeville,1645,3323
2021/08/03 04:00:00+00,Lowell,2534,3324
2021/08/03 04:00:00+00,Haverhill,2312,3325
2021/08/03 04:00:00+00,Kingston,1556,3326
2021/08/03 04:00:00+00,Needham,977,3327
2021/08/03 04:00:00+00,Fitchburg,2099,3328
2021/08/03 04:00:00+00,Greenbush,1262,3329
2021/08/03 04:00:00+00,Fairmount,1087,3330
2021/08/04 04:00:00+00,Providence/Stoughton,5809,3331
2021/08/04 04:00:00+00,Newburyport/Rockport,4437,3332
2021/08/04 04:00:00+00,Framingham/Worcester,3593,3333
2021/08/04 04:00:00+00,Franklin/Foxboro,2159,3334
2021/08/04 04:00:00+00,Middleborough/Lakeville,1915,3335
2021/08/04 04:00:00+00,Lowell,1997,3336
2021/08/04 04:00:00+00,Haverhill,1994,3337
2021/08/04 04:00:00+00,Kingston,1118,3338
2021/08/04 04:00:00+00,Needham,710,3339
2021/08/04 04:00:00+00,Fitchburg,2307,3340
2021/08/04 04:00:00+00,Greenbush,984,3341
2021/08/04 04:00:00+00,Fairmount,873,3342
2021/08/05 04:00:00+00,Providence/Stoughton,6001.4456,3343
2021/08/05 04:00:00+00,Newburyport/Rockport,3879.7017,3344
2021/08/05 04:00:00+00,Framingham/Worcester,4033.7732,3345
2021/08/05 04:00:00+00,Franklin/Foxboro,1605.6175,3346
2021/08/05 04:00:00+00,Middleborough/Lakeville,1515.2122,3347
2021/08/05 04:00:00+00,Lowell,2310.3885,3348
2021/08/05 04:00:00+00,Haverhill,2011.4148,3349
2021/08/05 04:00:00+00,Kingston,1337.7427,3350
2021/08/05 04:00:00+00,Needham,795.7463,3351
2021/08/06 04:00:00+00,Greenbush,789,3352
2021/08/06 04:00:00+00,Fairmount,1029,3353
2021/08/07 04:00:00+00,Providence/Stoughton,2328,3354
2021/08/07 04:00:00+00,Newburyport/Rockport,4013,3355
2021/08/07 04:00:00+00,Framingham/Worcester,1321,3356
2021/08/07 04:00:00+00,Franklin/Foxboro,1104,3357
2021/08/07 04:00:00+00,Middleborough/Lakeville,813,3358
2021/08/07 04:00:00+00,Lowell,1205,3359
2021/08/07 04:00:00+00,Haverhill,1163,3360
2021/08/07 04:00:00+00,Kingston,429,3361
2021/08/07 04:00:00+00,Needham,505,3362
2021/08/07 04:00:00+00,Fitchburg,1157,3363
2021/08/07 04:00:00+00,Greenbush,379,3364
2021/08/07 04:00:00+00,Fairmount,337,3365
2021/08/08 04:00:00+00,Providence/Stoughton,1934,3366
2021/08/08 04:00:00+00,Newburyport/Rockport,3252,3367
2021/08/08 04:00:00+00,Framingham/Worcester,2132,3368
2021/08/08 04:00:00+00,Franklin/Foxboro,763,3369
2021/08/08 04:00:00+00,Middleborough/Lakeville,553,3370
2021/08/08 04:00:00+00,Lowell,757,3371
2021/08/08 04:00:00+00,Haverhill,627,3372
2021/08/08 04:00:00+00,Kingston,369,3373
2021/08/08 04:00:00+00,Needham,323,3374
2021/08/08 04:00:00+00,Fitchburg,758,3375
2021/08/08 04:00:00+00,Greenbush,456,3376
2021/08/08 04:00:00+00,Fairmount,293,3377
2021/07/12 04:00:00+00,Needham,1097,3378
2021/08/09 04:00:00+00,Providence/Stoughton,5472,3379
2021/07/12 04:00:00+00,Fitchburg,1801,3380
2021/07/09 04:00:00+00,Newburyport/Rockport,5628,3381
2021/08/09 04:00:00+00,Newburyport/Rockport,4246,3382
2021/07/21 04:00:00+00,Newburyport/Rockport,5389,3383
2021/07/25 04:00:00+00,Middleborough/Lakeville,804,3384
2021/07/29 04:00:00+00,Lowell,2500,3385
2021/07/12 04:00:00+00,Greenbush,1112,3386
2021/07/17 04:00:00+00,Lowell,1231,3387
2021/07/09 04:00:00+00,Framingham/Worcester,3512,3388
2021/08/09 04:00:00+00,Framingham/Worcester,3753,3389
2021/07/21 04:00:00+00,Framingham/Worcester,3869,3390
2021/07/25 04:00:00+00,Lowell,761,3391
2021/07/29 04:00:00+00,Haverhill,1952,3392
2021/07/12 04:00:00+00,Fairmount,1003,3393
2021/07/17 04:00:00+00,Haverhill,853,3394
2021/07/09 04:00:00+00,Franklin/Foxboro,1775,3395
2021/08/09 04:00:00+00,Franklin/Foxboro,2543,3396
2021/07/21 04:00:00+00,Franklin/Foxboro,2286,3397
2021/07/25 04:00:00+00,Haverhill,664,3398
2021/07/29 04:00:00+00,Kingston,1393,3399
2021/07/13 04:00:00+00,Providence/Stoughton,6070,3400
2021/07/17 04:00:00+00,Kingston,258,3401
2021/07/09 04:00:00+00,Middleborough/Lakeville,1357,3402
2021/08/09 04:00:00+00,Middleborough/Lakeville,1811,3403
2021/07/21 04:00:00+00,Middleborough/Lakeville,1834,3404
2021/07/25 04:00:00+00,Kingston,151,3405
2021/07/29 04:00:00+00,Needham,1201,3406
2021/07/13 04:00:00+00,Newburyport/Rockport,5796,3407
2021/07/17 04:00:00+00,Needham,415,3408
2021/07/09 04:00:00+00,Lowell,2423,3409
2021/08/09 04:00:00+00,Lowell,2488,3410
2021/07/21 04:00:00+00,Lowell,2821,3411
2021/07/25 04:00:00+00,Needham,233,3412
2021/07/29 04:00:00+00,Fitchburg,2060,3413
2021/07/13 04:00:00+00,Framingham/Worcester,4070,3414
2021/07/17 04:00:00+00,Fitchburg,1665,3415
2021/07/09 04:00:00+00,Haverhill,1863,3416
2021/08/09 04:00:00+00,Haverhill,1691,3417
2021/07/21 04:00:00+00,Haverhill,3118,3418
2021/07/25 04:00:00+00,Fitchburg,916,3419
2021/07/29 04:00:00+00,Greenbush,1230,3420
2021/07/17 04:00:00+00,Greenbush,444,3421
2021/07/13 04:00:00+00,Franklin/Foxboro,2512,3422
2021/07/17 04:00:00+00,Fairmount,339,3423
2021/07/09 04:00:00+00,Kingston,1123,3424
2021/07/13 04:00:00+00,Middleborough/Lakeville,1728,3425
2021/08/09 04:00:00+00,Kingston,1198,3426
2021/07/25 04:00:00+00,Greenbush,449,3427
2021/07/21 04:00:00+00,Kingston,1160,3428
2021/07/29 04:00:00+00,Fairmount,597,3429
2021/07/13 04:00:00+00,Lowell,2082,3430
2021/07/30 04:00:00+00,Providence/Stoughton,5774,3431
2021/07/13 04:00:00+00,Haverhill,2341,3432
2021/07/30 04:00:00+00,Newburyport/Rockport,5237,3433
2021/07/13 04:00:00+00,Kingston,1333,3434
2021/07/30 04:00:00+00,Framingham/Worcester,3398,3435
2021/07/13 04:00:00+00,Needham,1356,3436
2021/07/30 04:00:00+00,Franklin/Foxboro,2081,3437
2021/07/13 04:00:00+00,Fitchburg,2430,3438
2021/07/30 04:00:00+00,Middleborough/Lakeville,1632,3439
2021/07/13 04:00:00+00,Greenbush,1013,3440
2021/07/30 04:00:00+00,Lowell,1434,3441
2021/07/13 04:00:00+00,Fairmount,789,3442
2021/07/30 04:00:00+00,Haverhill,1945,3443
2021/07/14 04:00:00+00,Providence/Stoughton,5991,3444
2021/07/30 04:00:00+00,Kingston,959,3445
2021/07/14 04:00:00+00,Newburyport/Rockport,5723,3446
2021/07/30 04:00:00+00,Needham,803,3447
2021/07/14 04:00:00+00,Framingham/Worcester,4183,3448
2021/07/30 04:00:00+00,Fitchburg,1772,3449
2021/07/14 04:00:00+00,Franklin/Foxboro,3376,3450
2021/07/30 04:00:00+00,Greenbush,891,3451
2021/07/14 04:00:00+00,Middleborough/Lakeville,1570,3452
2021/07/30 04:00:00+00,Fairmount,775,3453
2021/07/14 04:00:00+00,Lowell,2440,3454
2021/07/31 04:00:00+00,Providence/Stoughton,3145,3455
2021/07/14 04:00:00+00,Haverhill,2332,3456
2021/07/31 04:00:00+00,Newburyport/Rockport,4075,3457
2021/07/14 04:00:00+00,Kingston,1548,3458
2021/07/31 04:00:00+00,Framingham/Worcester,1894,3459
2021/07/14 04:00:00+00,Needham,1258,3460
2021/07/31 04:00:00+00,Franklin/Foxboro,1172,3461
2021/07/25 04:00:00+00,Fairmount,303,3462
2021/08/09 04:00:00+00,Needham,1000,3463
2021/07/09 04:00:00+00,Needham,889,3464
2021/07/14 04:00:00+00,Fitchburg,2361,3465
2021/07/21 04:00:00+00,Needham,889,3466
2021/07/31 04:00:00+00,Middleborough/Lakeville,916,3467
2021/07/18 04:00:00+00,Providence/Stoughton,2698,3468
2021/07/26 04:00:00+00,Providence/Stoughton,4935,3469
2021/08/09 04:00:00+00,Fitchburg,2880,3470
2021/07/09 04:00:00+00,Fitchburg,1916,3471
2021/07/14 04:00:00+00,Greenbush,1236,3472
2021/07/21 04:00:00+00,Fitchburg,2197,3473
2021/07/31 04:00:00+00,Lowell,1101,3474
2021/07/18 04:00:00+00,Newburyport/Rockport,2315,3475
2021/07/26 04:00:00+00,Newburyport/Rockport,6056,3476
2021/08/09 04:00:00+00,Greenbush,992,3477
2021/07/09 04:00:00+00,Greenbush,820,3478
2021/07/14 04:00:00+00,Fairmount,984,3479
2021/07/21 04:00:00+00,Greenbush,1180,3480
2021/07/18 04:00:00+00,Framingham/Worcester,1603,3481
2021/07/31 04:00:00+00,Haverhill,803,3482
2021/07/26 04:00:00+00,Framingham/Worcester,3796,3483
2021/07/09 04:00:00+00,Fairmount,966,3484
2021/07/15 04:00:00+00,Providence/Stoughton,6032,3485
2021/07/21 04:00:00+00,Fairmount,879,3486
2021/07/18 04:00:00+00,Franklin/Foxboro,881,3487
2021/07/31 04:00:00+00,Kingston,350,3488
2021/07/26 04:00:00+00,Franklin/Foxboro,2400,3489
2021/07/10 04:00:00+00,Providence/Stoughton,2161,3490
2021/07/15 04:00:00+00,Newburyport/Rockport,5488,3491
2021/07/22 04:00:00+00,Providence/Stoughton,6300,3492
2021/07/18 04:00:00+00,Middleborough/Lakeville,915,3493
2021/07/31 04:00:00+00,Needham,431,3494
2021/07/26 04:00:00+00,Middleborough/Lakeville,1363,3495
2021/07/10 04:00:00+00,Newburyport/Rockport,3251,3496
2021/07/15 04:00:00+00,Framingham/Worcester,4127,3497
2021/07/22 04:00:00+00,Newburyport/Rockport,5911,3498
2021/07/18 04:00:00+00,Lowell,536,3499
2021/07/31 04:00:00+00,Fitchburg,822,3500
2021/07/26 04:00:00+00,Lowell,2447,3501
2021/07/10 04:00:00+00,Framingham/Worcester,2707,3502
2021/07/15 04:00:00+00,Franklin/Foxboro,2756,3503
2021/07/22 04:00:00+00,Framingham/Worcester,3821,3504
2021/07/18 04:00:00+00,Haverhill,799,3505
2021/07/31 04:00:00+00,Greenbush,391,3506
2021/07/26 04:00:00+00,Haverhill,2719,3507
2021/07/10 04:00:00+00,Franklin/Foxboro,809,3508
2021/07/15 04:00:00+00,Middleborough/Lakeville,1925,3509
2021/07/22 04:00:00+00,Franklin/Foxboro,3206,3510
2021/07/18 04:00:00+00,Kingston,229,3511
2021/07/31 04:00:00+00,Fairmount,371,3512
2021/07/26 04:00:00+00,Kingston,1399,3513
2021/07/10 04:00:00+00,Middleborough/Lakeville,1012,3514
2021/07/15 04:00:00+00,Lowell,2518,3515
2021/07/22 04:00:00+00,Middleborough/Lakeville,1574,3516
2021/07/18 04:00:00+00,Needham,204,3517
2021/08/01 04:00:00+00,Providence/Stoughton,3111,3518
2021/07/26 04:00:00+00,Needham,791,3519
2021/07/10 04:00:00+00,Lowell,1160,3520
2021/07/15 04:00:00+00,Haverhill,3206,3521
2021/07/22 04:00:00+00,Lowell,2728,3522
2021/07/18 04:00:00+00,Fitchburg,587,3523
2021/08/01 04:00:00+00,Newburyport/Rockport,3336,3524
2021/07/26 04:00:00+00,Fitchburg,2103,3525
2021/07/10 04:00:00+00,Haverhill,711,3526
2021/07/15 04:00:00+00,Kingston,1464,3527
2021/07/22 04:00:00+00,Haverhill,1924,3528
2021/07/22 04:00:00+00,Kingston,1251,3529
2021/07/22 04:00:00+00,Needham,1182,3530
2021/07/22 04:00:00+00,Fitchburg,2259,3531
2021/07/22 04:00:00+00,Greenbush,936,3532
2021/07/22 04:00:00+00,Fairmount,785,3533
2021/07/23 04:00:00+00,Providence/Stoughton,5570,3534
2021/07/23 04:00:00+00,Newburyport/Rockport,6191,3535
